Area Code: 2016,censusURL_2016,censusURL_2021,sal_id,suburb,postcode,state,state_name,type,lga,statistic_area,elevation,sqkm,lat,lng,timezone,govLvl
SSC12202,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12202,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12210,SAL12210,Krambach,2429,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,111,60.101,-32.04517,152.25873,Australia/Sydney,state suburbs
SSC12203,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12203,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12211,SAL12211,Krawarree,2622,NSW,New South Wales,Rural locality,Queanbeyan-Palerang Regional,Rest of NSW,1049,106.223,-35.75137,149.61429,Australia/Sydney,state suburbs
SSC12204,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12204,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12212,SAL12212,Kremnos,2460,NSW,New South Wales,Rural locality,Clarence Valley,Rest of NSW,95,113.438,-29.97508,152.94911,Australia/Sydney,state suburbs
SSC40715,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40715,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40721,SAL40721,Kringin,5304,SA,South Australia,Rural locality,Loxton Waikerie,Rest of SA,85,286.485,-34.91466,140.73953,Australia/Adelaide,state suburbs
SSC40716,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40716,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40722,SAL40722,Krondorf,5352,SA,South Australia,Rural locality,Barossa,Rest of SA,317,10.298,-34.56494,138.97057,Australia/Adelaide,state suburbs
SSC40717,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40717,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40723,SAL40723,Krongart,5278,SA,South Australia,Rural locality,Wattle Range,Rest of SA,69,19.245,-37.48405,140.76602,Australia/Adelaide,state suburbs
SSC50781,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50781,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50787,SAL50787,Kronkup,6330,WA,Western Australia,Rural locality,Albany,Rest of WA,21,36.42,-35.03223,117.62538,Australia/Perth,state suburbs
SSC50782,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50782,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50788,SAL50788,Kudardup,6290,WA,Western Australia,Rural locality,Augusta-Margaret River,Rest of WA,36,57.636,-34.24927,115.1598,Australia/Perth,state suburbs
SSC40718,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40718,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40724,SAL40724,Kudla,5115,SA,South Australia,Rural locality,Gawler,Greater Adelaide,43,6.45,-34.64274,138.7023,Australia/Adelaide,state suburbs
SSC50783,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50783,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50789,SAL50789,Kuender,6353,WA,Western Australia,Rural locality,Lake Grace,Rest of WA,297,439.842,-32.85627,118.50949,Australia/Perth,state suburbs
SSC40719,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40719,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40725,SAL40725,Kuitpo,5201,SA,South Australia,Rural locality,Mount Barker,Greater Adelaide,336,50.599,-35.21571,138.67833,Australia/Adelaide,state suburbs
SSC50784,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50784,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50790,SAL50790,Kukerin,6352,WA,Western Australia,Rural locality,Dumbleyung,Rest of WA,323,0.996,-33.18719,118.0854,Australia/Perth,state suburbs
SSC31593,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31593,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31578,SAL31578,Kulangoor,4560,QLD,Queensland,Urban locality,Sunshine Coast,Rest of QLD,31,6.462,-26.58839,152.95337,Australia/Brisbane,state suburbs
SSC22358,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC22358,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL22369,SAL22369,Stratford,3862,VIC,Victoria,Urban locality,Wellington,Rest of VIC,47,153.698,-37.94614,147.11646,Australia/Melbourne,state suburbs
SSC50785,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50785,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50791,SAL50791,Kulikup,6244,WA,Western Australia,Rural locality,Boyup Brook,Rest of WA,299,283.59,-33.77818,116.69443,Australia/Perth,state suburbs
SSC50786,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50786,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50792,SAL50792,Kulin,6365,WA,Western Australia,Rural locality,Kulin,Rest of WA,291,320.402,-32.67876,118.22328,Australia/Perth,state suburbs
SSC50787,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50787,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50793,SAL50793,Kulin West,6365,WA,Western Australia,Rural locality,Kulin,Rest of WA,287,497.693,-32.61067,118.04216,Australia/Perth,state suburbs
SSC50788,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50788,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50794,SAL50794,Kulja,6470,WA,Western Australia,Rural locality,Koorda,Rest of WA,341,577.59,-30.4035,117.32401,Australia/Perth,state suburbs
SSC31595,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31595,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31580,SAL31580,Kullogum,4660,QLD,Queensland,Rural locality,Bundaberg,Rest of QLD,87,224.112,-25.34197,152.27047,Australia/Brisbane,state suburbs
SSC12206,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12206,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12214,SAL12214,Kulnura,2250,NSW,New South Wales,Rural locality,Central Coast,Greater Sydney,320,189.334,-33.1922,151.19863,Australia/Sydney,state suburbs
SSC40721,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40721,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40727,SAL40727,Kulpara,5552,SA,South Australia,Rural locality,Barunga West,Rest of SA,173,60.537,-34.07236,138.02394,Australia/Adelaide,state suburbs
SSC31596,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31596,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31581,SAL31581,Kulpi,4352,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,442,23.678,-27.18076,151.69328,Australia/Brisbane,state suburbs
SSC31597,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31597,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31582,SAL31582,Kuluin,4558,QLD,Queensland,Major Urban locality,Sunshine Coast,Rest of QLD,18,1.908,-26.65754,153.05568,Australia/Brisbane,state suburbs
SSC50789,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50789,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50795,SAL50795,Kumarina,6642,WA,Western Australia,Rural locality,Meekatharra,Rest of WA,549,16361.161,-25.13996,119.40351,Australia/Perth,state suburbs
SSC31598,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31598,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31583,SAL31583,Kumbarilla,4405,QLD,Queensland,Rural locality,Western Downs,Rest of QLD,357,248.952,-27.2659,150.89237,Australia/Brisbane,state suburbs
SSC12208,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12208,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12216,SAL12216,Kunama,2730,NSW,New South Wales,Rural locality,Snowy Valleys,Rest of NSW,948,22.064,-35.54937,148.0886,Australia/Sydney,state suburbs
SSC21399,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21399,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21407,SAL21407,Kunat,3585,VIC,Victoria,Rural locality,Swan Hill,Rest of VIC,93,116.127,-35.51498,143.53933,Australia/Melbourne,state suburbs
SSC31600,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31600,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31585,SAL31585,Kunda Park,4556,QLD,Queensland,Major Urban locality,Sunshine Coast,Rest of QLD,6,2.775,-26.66133,153.03602,Australia/Brisbane,state suburbs
SSC12209,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12209,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12217,SAL12217,Kundabung,2441,NSW,New South Wales,Rural locality,Kempsey,Rest of NSW,37,126.855,-31.21284,152.81202,Australia/Sydney,state suburbs
SSC12210,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12210,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12218,SAL12218,Kundibakh,2429,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,94,31.094,-31.98767,152.26258,Australia/Sydney,state suburbs
SSC12211,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12211,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12219,SAL12219,Kundle Kundle,2430,NSW,New South Wales,Rural locality,Mid-Coast,Rest of NSW,5,13.133,-31.85429,152.52789,Australia/Sydney,state suburbs
SSC12212,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12212,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12220,SAL12220,Kungala,2460,NSW,New South Wales,Rural locality,Clarence Valley,Rest of NSW,67,47.73,-29.95277,153.03333,Australia/Sydney,state suburbs
SSC12213,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12213,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12221,SAL12221,Kunghur,2484,NSW,New South Wales,Rural locality,Tweed,Rest of NSW,125,22.928,-28.46253,153.23726,Australia/Sydney,state suburbs
SSC12214,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12214,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12222,SAL12222,Kunghur Creek,2484,NSW,New South Wales,Rural locality,Tweed,Rest of NSW,207,11.715,-28.50284,153.23187,Australia/Sydney,state suburbs
SSC50790,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50790,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50797,SAL50797,Kunjin,6375,WA,Western Australia,Rural locality,Corrigin,Rest of WA,296,327.075,-32.35797,117.70912,Australia/Perth,state suburbs
SSC50791,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50791,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50798,SAL50798,Kununoppin,6489,WA,Western Australia,Rural locality,Trayning,Rest of WA,298,2.667,-31.11394,117.91577,Australia/Perth,state suburbs
SSC50792,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50792,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50799,SAL50799,Kununurra,6743,WA,Western Australia,Urban locality,Wyndham-East Kimberley,Rest of WA,47,2175.06,-15.58281,128.82768,Australia/Perth,state suburbs
SSC31602,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31602,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31587,SAL31587,Kunwarara,4702,QLD,Queensland,Rural locality,Livingstone,Rest of QLD,40,665.871,-22.85,150.11019,Australia/Brisbane,state suburbs
SSC31604,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31604,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31589,SAL31589,Kuranda,4881,QLD,Queensland,Rural locality,Mareeba,Rest of QLD,374,110.83,-16.83137,145.60493,Australia/Brisbane,state suburbs
SSC31605,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31605,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31590,SAL31590,Kureelpa,4560,QLD,Queensland,Urban locality,Sunshine Coast,Rest of QLD,258,19.022,-26.60834,152.88744,Australia/Brisbane,state suburbs
SSC31606,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31606,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31591,SAL31591,Kureen,4885,QLD,Queensland,Rural locality,Tablelands,Rest of QLD,766,8.381,-17.33553,145.58784,Australia/Brisbane,state suburbs
SSC31607,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31607,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31592,SAL31592,Kuridala,4824,QLD,Queensland,Rural locality,Cloncurry,Rest of QLD,264,5855.887,-21.10221,140.3493,Australia/Brisbane,state suburbs
SSC12215,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12215,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12223,SAL12223,Kurmond,2757,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,94,8.327,-33.54939,150.70123,Australia/Sydney,state suburbs
SSC50793,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50793,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50801,SAL50801,Kurnalpi,6431,WA,Western Australia,Rural locality,Kalgoorlie/Boulder,Rest of WA,404,3577.456,-30.39626,122.02382,Australia/Perth,state suburbs
SSC12218,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12218,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12226,SAL12226,Kurrajong,2758,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,141,47.174,-33.51212,150.70091,Australia/Sydney,state suburbs
SSC12219,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12219,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12227,SAL12227,Kurrajong Heights,2758,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,469,20.797,-33.51924,150.60872,Australia/Sydney,state suburbs
SSC12220,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12220,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12228,SAL12228,Kurrajong Hills,2758,NSW,New South Wales,Rural locality,Hawkesbury,Greater Sydney,181,17.477,-33.5264,150.65598,Australia/Sydney,state suburbs
SSC50794,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50794,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50802,SAL50802,Kurrenkutten,6375,WA,Western Australia,Rural locality,Corrigin,Rest of WA,265,310.565,-32.29216,118.10203,Australia/Perth,state suburbs
SSC12221,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12221,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12229,SAL12229,Kurri Kurri,2327,NSW,New South Wales,Urban locality,Cessnock,Rest of NSW,33,5.063,-32.81462,151.47978,Australia/Sydney,state suburbs
SSC31608,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31608,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31593,SAL31593,Kurrimine Beach,4871,QLD,Queensland,Rural locality,Cassowary Coast,Rest of QLD,15,38.835,-17.752,146.10436,Australia/Brisbane,state suburbs
SSC31609,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31609,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31594,SAL31594,Kurrowah,4352,QLD,Queensland,Rural locality,Toowoomba,Rest of QLD,372,284.648,-27.71996,151.19105,Australia/Brisbane,state suburbs
SSC31610,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31610,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31595,SAL31595,Kurumbul,4388,QLD,Queensland,Rural locality,Goondiwindi,Rest of QLD,227,258.266,-28.57817,150.47431,Australia/Brisbane,state suburbs
SSC31611,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31611,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL31596,SAL31596,Kurwongbah,4503,QLD,Queensland,Major Urban locality,Moreton Bay,Greater Brisbane,74,44.19,-27.22552,152.91941,Australia/Brisbane,state suburbs
SSC31612,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC31612,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL31597,SAL31597,Kuttabul,4741,QLD,Queensland,Rural locality,Mackay,Rest of QLD,49,127.459,-21.02381,148.90805,Australia/Brisbane,state suburbs
SSC50795,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50795,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50803,SAL50803,Kweda,6306,WA,Western Australia,Rural locality,Brookton,Rest of WA,259,109.693,-32.3317,117.40017,Australia/Perth,state suburbs
SSC50796,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50796,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL50804,SAL50804,Kwelkan,6490,WA,Western Australia,Rural locality,Nungarin,Rest of WA,314,57.253,-31.13507,118.01943,Australia/Perth,state suburbs
SSC50799,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC50799,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL50807,SAL50807,Kwolyin,6385,WA,Western Australia,Rural locality,Bruce Rock,Rest of WA,289,342.945,-31.98604,117.73032,Australia/Perth,state suburbs
SSC21404,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21404,https://abs.gov.au/census/find-census-data/quickstats/2021/SAL21412,SAL21412,Kyabram,3620,VIC,Victoria,Urban locality,Campaspe,Rest of VIC,108,143.898,-36.32685,145.03194,Australia/Melbourne,state suburbs
SSC21405,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC21405,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL21413,SAL21413,Kyabram South,3620,VIC,Victoria,Rural locality,Greater Shepparton,Rest of VIC,110,17.707,-36.38694,145.06782,Australia/Melbourne,state suburbs
SSC12222,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC12222,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL12230,SAL12230,Kyalite,2715,NSW,New South Wales,Rural locality,Balranald,Rest of NSW,69,534.075,-34.9038,143.52329,Australia/Sydney,state suburbs
SSC40723,https://www.abs.gov.au/census/find-census-data/quickstats/2016/SSC40723,https://www.abs.gov.au/census/find-census-data/quickstats/2021/SAL40729,SAL40729,Kyancutta,5651,SA,South Australia,Rural locality,Wudinna,Rest of SA,107,393.234,-33.13465,135.6355,Australia/Adelaide,state suburbs
